timestamp,device_id,department,status,工作电流_A,起转时间_s,噪声电压_mV,转速_rps,阻尼幅值_mV,零位输出电压_mV,安装间隙_mm,阻尼频率_Hz,信号频率_Hz,起转控制信号_V,导通阻值1_Ohm,导通阻值2_Ohm,导通阻值3_kOhm,导通阻值4_kOhm,导通阻值5_kOhm
2023-08-03 01:45:50,DEV-083,生产部,润滑系统异常,0.7705333081743597,5.615619892151224,51.59869739483737,106.96565185518298,191.6217301073536,148.1837890007289,0.7777587405115461,57.19719156284036,48.055395148984076,11.256004609272612,2.7163649414230475,1.7203093095858404,0.7756643760369888,5.114566797762191,6.852233037844342
2023-12-27 20:47:35,DEV-053,质检部,正常运行,0.6562334986321526,4.752422409718447,37.635986517062676,118.68813048879274,172.3231973161909,152.6898562825822,0.8061162038863178,62.80999965004288,49.40490554270245,12.98502440267797,1.646474282387299,1.8932479336432484,0.5060123265644871,4.141934092053065,4.612700963560623
2023-06-14 07:51:28,DEV-078,生产部,散热系统故障,0.8701650372609382,5.7319886253609695,47.92599886163173,109.2202497307168,188.27167686827562,140.65366081670078,0.7108201562361793,61.196084854543045,47.57370188115649,13.680851969099404,2.495386907641448,1.7742199758122565,0.7379081583898416,5.166195445069281,4.896164967880121
2023-06-15 13:44:43,DEV-028,质检部,正常运行,0.6466967239366609,4.775973427133139,38.3904832532055,117.03273147025938,172.31965856797999,148.5452127014435,0.7699758188192003,62.045627463340196,49.408789343299055,13.637311298096757,1.8328096500334474,1.631211321100237,0.756421722926509,5.814951679941154,4.94188998923008
2023-11-14 21:40:41,DEV-079,生产部,散热系统故障,0.8685463108651957,5.794219486006757,47.23894982048579,110.18167975200382,190.54365653684036,138.96814099217244,0.8759819431923848,65.1308845557126,47.40359195488989,11.86438177122256,1.6196202452533632,2.055370852212587,0.8386989198058535,5.952813181761004,7.45286872939227
2023-08-09 02:53:58,DEV-063,生产部,散热系统故障,0.8302527129199382,5.852524792418316,47.79887465461403,107.2022628652653,181.77478149237479,137.28120789060583,0.7689111047936339,52.618877370395396,49.09658198020187,11.35304404601177,1.3929586861231267,2.0041835041273606,0.9746929200635226,4.781243051202746,5.380855598956705
2023-06-13 12:35:07,DEV-061,维修部,正常运行,0.4915393168844631,5.217886945910107,41.63720628061468,112.58468262536685,176.82232640316315,144.27884577703264,0.7099607952488547,58.06617928866354,50.316169975681646,11.982770152101066,1.3302599697345279,2.1199545194238967,0.7597267962193051,4.299821973096249,6.6764321599467396
2023-03-19 14:39:01,DEV-080,维修部,电力供应故障,,4.874472903782181,34.08004167001777,114.38830066858814,169.10798274790156,137.4730688691225,0.8426536215191144,61.55873188496185,48.5565731274922,8.5796960104171,1.7661260096111884,2.0696735058640394,0.8584587466310187,4.435891516216554,3.641664519374047
2023-12-30 10:24:41,DEV-085,维修部,正常运行,0.495643741493864,5.150434782217069,41.57492438244096,113.82002052073425,178.19673263891644,143.67730841154605,0.7145613778907848,55.69691496218436,48.19649670883778,12.495129206534987,1.6488806562432092,2.0487929132876435,0.8126259059420154,5.0840269218002065,5.292452875800984
2023-07-30 00:42:57,DEV-071,生产部,散热系统故障,0.8575197874896127,5.6424017703976945,47.63710964993576,105.29682198219896,179.4873674181948,143.86868068077337,0.7907778270354313,58.64656018515909,51.38904060568013,11.61082802080126,1.941296422378866,2.023538453279246,0.8869561275661377,5.57290133743447,6.896559286679913
2023-02-12 23:57:49,DEV-093,研发部,正常运行,0.552256169604543,,32.85012831033007,125.32220545339442,167.90412069802466,153.21288317412598,0.7818140466813897,61.12342552428131,47.03207277468622,12.688775055594855,2.475178894341665,2.3784092761650437,0.7327958442717493,4.622750395065674,6.972812075584405
2023-11-29 05:53:43,DEV-085,生产部,散热系统故障,0.8553112934079691,5.921154198059336,48.627176687559576,110.56699474407398,180.3682216498158,136.40330481852882,0.7431552929839508,50.60420566959306,58.74343403330418,11.370542848160195,1.6934959989523282,1.8967665018636455,0.8147053219621331,4.016085472734724,6.346756288513584
2023-12-17 17:06:43,DEV-010,生产部,正常运行,0.543296983031954,4.375584155562651,,126.54346078094571,169.2504011513323,154.91094935708165,0.7768868779249654,57.704563326033174,51.371873136917976,12.494706021382894,2.4254674108263194,2.08644635845599,0.7489314030502199,7.078664639959113,6.125207161769711
2023-10-29 15:03:31,DEV-060,生产部,正常运行,0.5569389901090945,4.260002325837192,33.01794048480746,125.81004782307024,170.35089948869185,153.59892844789493,0.751990057546375,58.58563719712072,48.606380022926196,12.157649290078178,2.0729313650571095,1.5630723191611897,0.5717055806754698,5.7604794251317655,6.254294832694261
2023-01-23 09:52:51,DEV-022,质检部,正常运行,0.6402947634447697,4.844740649253822,37.649199287970944,117.75745455335606,177.68193143629222,152.8233150893106,0.7679202689334185,60.55875722085035,48.46617774705065,12.886308554405074,2.141800125767752,2.2737693856141665,0.9832883110930103,6.1982390481177365,5.189636909119302
2023-08-09 06:30:47,DEV-040,生产部,正常运行,0.5567586419213593,4.277122841938095,32.75844128004928,,172.35475388810792,154.10947315408134,0.7877223197896437,56.16705683573699,48.51933607730253,12.745932224026378,2.270206634894704,1.7510549729438256,0.7573551053858213,6.769669326459297,5.6267041276730865
2023-02-28 22:42:16,DEV-028,生产部,正常运行,0.5462277725651166,4.231638277659039,32.689605168240874,123.1551425290615,168.6041794752815,153.52329370660095,0.7592620078026097,59.24320463150385,48.1468726846324,13.49191083962165,1.9954171982144722,2.2237437236149544,0.8174573443553438,6.1666114551288755,6.347854147308304
2023-11-19 01:02:02,DEV-063,生产部,正常运行,0.5546826119089411,4.333831559167121,32.76813646615747,123.66948465736101,168.03402634822936,157.21458827376944,0.705333061162322,56.7117906937927,56.20792406342442,11.99234951664307,1.282628806482825,1.5775463576905426,0.7799941842814667,2.884534080468581,6.255178598073471
2023-11-12 19:41:54,DEV-080,维修部,电力供应故障,0.41930549700692193,4.8241794763946055,35.09857073912036,117.3453389529214,170.7958719760987,136.3666846728957,0.7587117677756525,58.56475924020693,50.99722634522898,8.266601638673375,1.6289289630313712,2.0218820292673767,0.5755163390526851,4.394031427834486,6.069108254573959
2023-12-02 02:22:13,DEV-067,生产部,润滑系统异常,0.7683670158760941,5.76116940456756,52.20501594188577,111.73248430028264,190.40325994532452,149.253739272814,0.7879216256904569,62.09250622868251,50.37272518532535,10.569493337703989,2.8677695159988352,1.6656695718425047,0.7191741133528418,5.816998274351607,7.169255417338913
2023-12-06 14:02:08,DEV-096,生产部,正常运行,0.5402344525274343,4.318384853260519,33.03981627394989,125.10382991069486,171.2523178319929,152.17563100944545,0.6667693759069462,51.61314601464035,45.95637800705045,13.64384160901702,2.162021198389002,1.787329278369904,0.7217208398502192,5.549523690977624,5.774805240363179
2023-10-04 09:02:46,DEV-024,研发部,电力供应故障,0.4093416687770755,4.815822906705054,34.6692743979638,116.60880077662488,167.58315329832678,135.0588478092698,0.7784830431543768,53.73421630107567,50.209635339966745,8.509558767058687,1.8522540171667279,2.2977976231858745,0.909599590599601,4.085090825432038,5.3994722465952885
2023-07-07 22:17:19,DEV-084,生产部,润滑系统异常,0.7934069904872743,5.657750162139424,51.74093973194147,108.82813287051916,189.4326156622335,146.22709216169656,0.8308462347922022,55.3894772262831,48.419801896996816,12.20934271789748,2.781855585387826,2.2579264379844344,0.9125605667670474,4.1469315281691825,6.800742313830727
2023-02-08 10:48:29,DEV-048,研发部,正常运行,0.5605125215020414,4.216534468287887,32.76953878354776,122.67468330695321,172.29872771644318,155.51792142845895,0.7522436816380387,57.7290580508058,46.05781457337172,8.745512820128898,1.9671509719975975,2.3235918846407015,0.8453367577381056,6.6928982889362825,4.83492826972912
2023-03-22 11:17:28,DEV-002,维修部,润滑系统异常,0.7625016271777668,5.6013953627184625,52.75763900803105,108.33710560311754,186.52106405300376,144.16803284531025,0.9016315852644722,59.74620374082918,50.31004738877436,11.299358594752306,2.775652719797908,1.9066309084558726,0.5370311736365656,4.088664381408476,7.434327132824406
2023-06-18 00:33:08,DEV-062,维修部,正常运行,0.49379630605944314,5.217094111859259,41.503460164235236,112.0882750977673,,145.61179948144354,0.7548862854006376,61.054412431199296,59.33079761867802,10.50605348416618,2.1750749278056447,2.4423535214043843,0.7347359572919728,6.420084022462707,6.881429773497571
2023-05-25 17:39:12,DEV-045,生产部,正常运行,0.5457246451179635,4.240942489120751,33.020393078349976,127.35090706651448,167.69273714323404,,0.7512027865929869,59.39557131163211,60.422104741333676,13.418495316596559,2.4571739683327736,2.0275369646581014,0.6789354315665607,4.702076043565308,5.790622179353142
2023-05-12 12:17:34,DEV-055,质检部,正常运行,0.6407010732370344,4.780499631189058,37.70901108527727,118.89684697668244,176.97653649624655,148.00989949173547,,56.8447986664777,47.04979112980215,12.012578033582919,1.4860766364346485,1.4303772769332075,0.7591065196681525,5.005779081580529,7.08801730218516
2023-08-28 06:16:34,DEV-075,质检部,正常运行,0.6536289207066341,4.789608449647649,37.36379011832934,117.42325895404109,178.4585049663453,147.29107122015773,0.7747457567564034,60.57269342661558,46.7840672535901,11.962230143759246,2.113584768767669,2.591827337161353,0.7606747350837897,5.35893034923811,8.394296249628574
2023-04-07 23:46:35,DEV-051,生产部,正常运行,0.544240021183028,4.231103919554608,32.66098729211928,126.1113346592783,172.41873598312273,157.04736316031534,0.7543351338217846,55.90163932151586,46.98380768709945,10.128988921015118,2.569135128820879,1.6482158367824766,0.7149124471077217,5.6253256750199,4.570354592818443
2023-05-15 12:11:01,DEV-078,质检部,正常运行,0.6417966848062744,4.775277107419031,38.03380974238166,115.89172132803814,176.5040928747417,150.25976016222646,0.7790836477036593,57.250840777674505,52.96869370201677,12.580816847517946,2.340080395766601,2.317418038581775,0.8922272152418994,4.1281185755861,6.432586223031257
2023-02-01 10:46:34,DEV-061,质检部,正常运行,0.6607546422565415,4.748958207502824,38.1179685749521,117.34383281703981,176.1414977833996,150.38737884706484,0.7468072068346131,56.99150244291093,49.91910577971555,10.763430524828122,2.2486827111197027,1.8193504249240107,0.8790969267868437,3.881516367914564,5.712730058214603
2023-02-02 22:28:39,DEV-086,生产部,正常运行,0.5606147762994694,4.240953147820903,33.05387193345346,122.99435577526826,168.76577493019437,155.1706607267825,0.7308367991471006,56.76506531764313,51.589202678813805,10.483121340874764,1.5982670804838113,2.510354541353612,0.9433489474403809,4.490015421546339,4.40310823582724
2023-01-23 14:52:48,DEV-014,研发部,正常运行,0.5441512171629003,4.2616234477806065,32.591747455256616,125.5895801055116,171.10617551366533,152.8204860409962,0.7333438993090236,59.344740798310944,48.61639079115775,12.285160054432847,2.6654299722943295,2.2903338758016636,0.845522088491699,6.048966511391844,6.3320544827282985
2023-02-27 17:12:56,DEV-085,研发部,正常运行,0.5570872109377794,4.350077051945013,33.63771193827809,124.8260683851618,171.61001623965964,157.21166691304194,0.7839102558697191,64.60311934804203,48.05696934066878,12.811856679556469,1.6067043479352512,1.7178348793262816,0.8594182511179302,5.7696559024820875,4.586200611588134
2023-12-18 19:19:45,DEV-028,研发部,正常运行,0.5517001615173507,4.33033900593825,33.34781877956985,124.09103397998044,167.59184211126222,157.82000309999466,0.7367246118944698,55.43247870231278,44.713786637622476,11.33822723422686,2.194662715039394,1.3212128678566626,0.7129980270645462,4.270237187491834,4.942049018841793
2023-03-26 10:53:26,DEV-037,生产部,电力供应故障,0.42871504327647275,5.0090456220649235,33.99309153595075,117.19577325113082,175.6450520194185,135.77411865967807,0.7354277242963301,53.42826855823111,56.66392045698948,8.489750960210511,2.0147937525333792,1.8131798963870873,0.6727494401835631,4.997163103794828,5.694485325944015
2023-11-19 08:38:26,DEV-051,研发部,散热系统故障,0.8612862564411832,5.702540316191879,46.58634778289099,109.16970199500457,180.72487893929534,137.86896388516124,0.7696619765960225,59.661641458950456,47.19287534532958,13.185336391137058,1.817941513508454,2.090501771377216,0.7260059630766343,5.346982433932964,3.622410725825261
2023-11-25 11:29:20,DEV-010,生产部,正常运行,0.5460297584353269,4.274563455977018,33.13122675342024,124.8965350716375,168.0490859306774,155.9945554353294,0.6865039916643754,62.66897208140541,57.934687735264646,12.062364621603606,1.801901637023186,1.7560179832902048,0.7309072186235173,4.865157118447989,4.429377761307202
2023-10-08 19:35:15,DEV-066,维修部,正常运行,0.5048327563723524,5.158949190852457,42.27278472465343,110.46910806713319,181.35444714628574,142.84349082230068,0.78639338083922,53.94222124371815,51.05499699105181,12.258393727480218,2.3779928733459297,1.7891021702154257,0.7255511433514479,3.7141098164075323,8.006475512757723
2023-12-26 03:53:31,DEV-002,生产部,正常运行,0.5525727686024591,4.362516105618732,32.63444192123644,126.86554421382114,171.96854762928356,156.53859712360364,0.7287975112812337,53.54425544129737,46.324343416438076,12.575761234647523,1.9761473720555303,1.8387618856396322,0.7059046018282453,5.216118062525392,5.838097704430641
2023-11-27 11:00:24,DEV-072,质检部,润滑系统异常,0.8021912537307202,5.76184473764797,51.64632668506412,112.73516659039922,187.37272520193406,147.0932010341888,0.712047564502589,56.792292417242024,52.89056770528475,12.146874033947098,2.8033431985906234,1.7211469292530457,0.8434907360635034,5.534757268395173,6.037295853454026
2023-09-02 04:04:37,DEV-050,质检部,正常运行,0.6518013159567136,4.859886550072302,38.46806580562171,116.53610455647897,172.27120484177544,151.32772361384295,0.6929854022336125,,51.759129348829646,11.866501791793587,2.018950256235425,2.453975827466144,0.7483784675500382,5.579620541994829,6.024489754220622
2023-09-01 12:22:17,DEV-016,质检部,正常运行,0.6529513817506554,4.792945268043744,37.376912271679274,120.3437699001054,175.36071457052597,151.20286481814085,0.7216175911337733,55.189964028036975,48.40139807793941,11.66097773568919,1.8535426124581873,2.159041505956967,0.9551484347490188,2.842427591229042,5.682606445710547
2023-06-04 01:45:20,DEV-017,生产部,传动系统异常,0.7110055170902614,5.36493018715153,39.64829718445858,107.42808247599456,186.99543236343752,148.98775640741695,0.7353224873632164,57.11600145514931,53.71223636912602,10.97532459756862,2.1519164958650387,2.0901546014014136,0.9944098314204379,4.4170009578265175,5.8737635941407955
2023-10-20 09:04:26,DEV-087,质检部,正常运行,0.6456498177317667,4.7539377474307,37.313151865974575,117.55504415090651,175.86180388113942,152.29531718091062,0.7502766327286147,61.907374787069365,56.29821787542983,11.81595835571531,2.5976167188669335,2.0990243823579995,0.8819519942560539,5.166361068198476,6.549209892593466
2023-09-26 02:31:36,DEV-003,质检部,正常运行,0.6462996043739502,4.848313112364915,38.183112493998244,117.81022774265735,172.85638156423857,148.82124544798378,0.7013034150164769,56.592092380553375,51.17286344378675,11.724611175836385,2.2603631171636747,2.4171568177474825,0.8353246615561842,6.018807552534806,4.58551512746695
2023-06-23 09:17:32,DEV-027,研发部,正常运行,0.5603912969261704,4.239393251840895,32.86117263218543,125.82490512619016,168.67732353672238,153.55560049387327,0.706412379477809,59.012441007876845,56.036717307952486,12.269134079866818,1.0238236599917034,2.274660746314485,0.9282269099268691,5.015281917928053,5.169146389180796
2023-12-30 07:21:15,DEV-011,研发部,正常运行,0.5459093374898402,4.25774338076267,33.42141673843033,126.89910956975848,170.1729574053107,153.4149076328761,0.7503813220251446,55.94340061676887,47.62372557918515,12.666021965107692,2.4683645968192858,2.1804310759559753,0.7614176353168396,5.199070796138245,4.976105205101605
2023-10-18 01:46:19,DEV-075,生产部,电力供应故障,0.41609012106030235,4.849844708694817,35.818880910804204,116.40670229768587,171.55922791345964,132.53234477885223,0.7169165885357741,56.543980905984014,55.941762460277346,8.741358216272657,2.0182039948183252,2.0331518345648503,0.7829165514959217,5.735956546216859,5.347674593165259
2023-12-13 18:34:16,DEV-043,维修部,传动系统异常,0.6800746729525818,5.503312810608861,40.85458863551295,103.15927442475021,189.10083039355135,145.83701612755382,0.701347190354261,60.58027932135678,56.15597810564763,13.225552606627867,1.4928662570959066,2.1664716461437936,0.8414303528463082,4.819887193163496,6.081431341505893
