department,设备型号,设备名称,time,液压压力,流量,油温,振动频率,油液清洁度,status
维修部C,HP-30,HP-30-004,2023-01-03 00:00:00,193.75475823044204,77.77630748073497,52.39915022254405,12.039582587841089,100.61376447052852,正常
维修部C,HP-30,HP-30-004,2023-01-03 01:00:00,146.650396003471,107.94357924150368,58.54285501286331,8.333854608142293,95.2611242742607,正常
维修部C,HP-30,HP-30-004,2023-01-03 02:00:00,161.23214199659404,135.56839889019056,70.6857992238252,24.48937033814717,91.56390118282307,正常
维修部C,HP-30,HP-30-004,2023-01-03 03:00:00,121.60546268258179,83.48996116189824,64.3566017222578,5.135094890931792,86.31235095360651,正常
维修部C,HP-30,HP-30-004,2023-01-03 04:00:00,192.2529366511617,74.82446264876103,36.51472062152215,12.72679557942364,98.54860461737853,正常
维修部C,HP-30,HP-30-004,2023-01-03 05:00:00,169.64569303138214,77.39647160415004,40.90610063201716,9.973346795709556,91.20811378807,正常
维修部C,HP-30,HP-30-004,2023-01-03 06:00:00,169.96465781451207,113.84409372588448,67.9132508299541,6.567907859170371,85.20127811578384,正常
维修部C,HP-30,HP-30-004,2023-01-03 07:00:00,183.91953155324993,151.36043244044114,57.35607755451613,23.744569271132633,82.08408026354559,正常
维修部C,HP-30,HP-30-004,2023-01-03 08:00:00,130.39956427735166,124.52612320204423,46.66860155504969,23.68840204007498,83.63611057362988,正常
维修部C,HP-30,HP-30-004,2023-01-03 09:00:00,116.32156060326287,107.67052153908726,32.5142946694975,16.016357287400037,98.14889143660004,正常
维修部C,HP-30,HP-30-004,2023-01-03 10:00:00,115.03371515056206,108.26425571655285,38.808343281390314,15.706056665379649,97.6672352845051,正常
维修部C,HP-30,HP-30-004,2023-01-03 11:00:00,190.02858754293652,102.2942779642825,64.40811960520409,24.057529140147587,80.46978814401525,正常
维修部C,HP-30,HP-30-004,2023-01-03 12:00:00,130.35160505407208,108.60323252646205,51.565346995025536,9.163026319727576,94.05796492020069,正常
维修部C,HP-30,HP-30-004,2023-01-03 13:00:00,194.88669141647605,134.7515888396994,46.140526295801365,13.385275555780355,92.48766018151223,正常
维修部C,HP-30,HP-30-004,2023-01-03 14:00:00,2.1917486486944893,232.10566415278873,48.839793407675,21.693395767916545,84.17897820501652,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-03 15:00:00,,244.9447179948843,31.91200524563885,23.536052186255628,82.94337680413274,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-03 16:00:00,13.714015405040438,,68.25781050260768,22.933429677831985,100.40265032804155,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-03 17:00:00,128.13716377203482,117.3348675223576,59.09481809987756,23.483982890527752,98.55817396322287,正常
维修部C,HP-30,HP-30-004,2023-01-03 18:00:00,137.213041070056,139.77861491389842,37.10423795394041,7.005429484053078,88.22487489549538,正常
维修部C,HP-30,HP-30-004,2023-01-03 19:00:00,139.44931517818418,54.16467601372089,45.19669175528605,16.748271026069208,96.45522155851717,正常
维修部C,HP-30,HP-30-004,2023-01-03 20:00:00,140.3692121043919,113.76781182690314,,13.333486019287074,98.92225818002856,正常
维修部C,HP-30,HP-30-004,2023-01-03 21:00:00,115.5744737386894,113.0166020177942,44.8860245077188,21.716808368636958,87.23573998507136,正常
维修部C,HP-30,HP-30-004,2023-01-03 22:00:00,135.51091543560852,69.14567340654952,56.46168186813932,8.449958096586208,87.50733766583754,正常
维修部C,HP-30,HP-30-004,2023-01-03 23:00:00,108.48383117399898,104.55670672781538,35.15098198445249,5.954046528551757,87.6170664162814,正常
维修部C,HP-30,HP-30-004,2023-01-04 00:00:00,151.2402345681543,63.67299112841078,60.49331295955368,5.501721759134027,81.8075262015762,正常
维修部C,HP-30,HP-30-004,2023-01-04 01:00:00,180.1010915922291,69.08477475835416,67.5216657065986,19.837499195387934,84.56566406633483,正常
维修部C,HP-30,HP-30-004,2023-01-04 02:00:00,159.9597433515595,80.86729534943362,48.354951692957066,18.285365401253653,91.37442362124045,正常
维修部C,HP-30,HP-30-004,2023-01-04 03:00:00,179.8740060876372,54.490581705832405,80.18208366085574,17.97318340849293,35.07627448122578,污染故障
维修部C,HP-30,HP-30-004,2023-01-04 04:00:00,156.89738127213457,111.8375931281204,76.58613730699079,17.501116224393417,17.156825671348724,污染故障
维修部C,HP-30,HP-30-004,2023-01-04 05:00:00,127.75355815881474,82.08703852092802,75.74001337203964,22.68149224170916,22.786175189849168,污染故障
维修部C,HP-30,HP-30-004,2023-01-04 06:00:00,154.70819460016332,76.87060451977698,77.61649572958004,12.067255697828813,38.69780409731177,污染故障
维修部C,HP-30,HP-30-004,2023-01-04 07:00:00,162.17176201695528,92.11301582837064,78.65863365136363,17.447906800003064,18.984815122495444,污染故障
维修部C,HP-30,HP-30-004,2023-01-04 08:00:00,149.83425382158825,65.76727763808314,32.53748706685431,9.89630544546184,91.08662931427972,正常
维修部C,HP-30,HP-30-004,2023-01-04 09:00:00,167.39193601112592,71.32376754437263,44.02911062003806,22.86980260678401,99.4582034596763,正常
维修部C,HP-30,HP-30-004,2023-01-04 10:00:00,148.15536416754676,54.79963046065522,70.22293669382309,24.908707241810628,80.7187067904725,正常
维修部C,HP-30,HP-30-004,2023-01-04 11:00:00,141.32221529064958,127.63739010582233,42.890702394150644,22.78362915337812,84.69794441352623,正常
维修部C,HP-30,HP-30-004,2023-01-04 12:00:00,197.33912337175735,114.41853179997413,56.69126746840595,10.391474264515377,97.45019221121603,正常
维修部C,HP-30,HP-30-004,2023-01-04 13:00:00,142.44373517762602,145.39105257003587,35.06882268395187,18.458761817794553,92.61321912513016,正常
维修部C,HP-30,HP-30-004,2023-01-04 14:00:00,103.5661687782225,118.56024098166041,65.42189260698598,24.518275696505953,89.09223330832315,正常
维修部C,HP-30,HP-30-004,2023-01-04 15:00:00,159.21248526117972,139.04210021504144,35.85421940987503,17.33776793903832,98.52496513401714,正常
维修部C,HP-30,HP-30-004,2023-01-04 16:00:00,162.12735529505366,138.11060355431087,49.04960277412832,21.00716816033505,92.97365712047703,正常
维修部C,HP-30,HP-30-004,2023-01-04 17:00:00,147.3060396253905,71.33289873961726,68.88758492709451,4.687869070122561,83.17463708880956,正常
维修部C,HP-30,HP-30-004,2023-01-04 18:00:00,26.662181110761562,192.32830155936352,56.257984507870496,11.175865780927769,89.87643531257004,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-04 19:00:00,31.808861499574625,230.9006085082903,48.128534729204866,10.600758876345116,90.21562725210426,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-04 20:00:00,28.009934331772072,226.69257335192353,43.55480739496323,21.50949203126927,99.9811928563856,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-04 21:00:00,9.605250915958266,195.4350185479744,44.6912360841379,16.321806205330024,92.58722111873945,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-04 22:00:00,30.565570265141858,188.8307415001099,69.46310372434908,6.977635538143054,95.40634667582401,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-04 23:00:00,29.72535192841973,220.81342852022465,43.36710034893302,19.647623820811454,87.42755986650586,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-05 00:00:00,56.22735492063921,208.91565223764428,71.21720286087728,10.01892941714139,99.2101395191168,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-05 01:00:00,22.583980699871674,235.7997391980846,53.455171941129414,23.068902472357507,90.63845248775695,液压泄漏
维修部C,HP-30,HP-30-004,2023-01-05 02:00:00,141.46440329460876,61.89848787023632,56.327569578014646,18.887620328858908,90.52506632192103,正常
维修部C,HP-30,HP-30-004,2023-01-05 03:00:00,188.55609457934216,111.61750170483528,54.633100570502585,23.08166802236832,93.56017380969082,正常
维修部C,HP-30,HP-30-004,2023-01-05 04:00:00,114.0328301423839,62.215390795977385,100.40277044772033,23.73822108439373,19.56995770483359,油温过高
维修部C,HP-30,HP-30-004,2023-01-05 05:00:00,175.00265480000843,140.76576938156543,111.60340601272883,17.529060005579588,10.241247983261038,油温过高
维修部C,HP-30,HP-30-004,2023-01-05 06:00:00,164.02910218549306,108.6503540699481,88.73835839171511,14.312808655719438,16.31298454765882,油温过高
维修部C,HP-30,HP-30-004,2023-01-05 07:00:00,114.84886988591462,70.17675693033644,107.71019714542304,22.975994982865863,21.911758520369034,油温过高
维修部C,HP-30,HP-30-004,2023-01-05 08:00:00,179.73227864082443,148.4839776268264,34.57463389526628,24.367583506444,84.81787681380534,正常
维修部C,HP-30,HP-30-004,2023-01-05 09:00:00,121.5289286127401,114.3255175999732,44.615464115044155,14.273746705720185,94.52274784905927,正常
