department,设备型号,设备名称,time,振动频率,振幅,相位角,温度,转速,status
维修部A,VA-25,VA-25-003,2023-01-01 00:00:00,41.217965185803536,0.9132538394725785,235.80010957979542,19.783636330375312,1539.390322746802,正常
维修部A,VA-25,VA-25-003,2023-01-01 01:00:00,23.707390561888566,1.071966984492822,0.0,24.593757091236334,1590.591173396453,正常
维修部A,VA-25,VA-25-003,2023-01-01 02:00:00,22.347761753410552,1.74770663938643,274.7133987664402,24.327188115955344,1080.7404485865738,正常
维修部A,VA-25,VA-25-003,2023-01-01 03:00:00,41.201678416638465,0.1324390288351274,357.90638852251675,52.36726778384119,1173.0405594672197,正常
维修部A,VA-25,VA-25-003,2023-01-01 04:00:00,39.29801460560608,2.0043607087549975,318.48531000400226,61.74027655937374,1169.7996692948675,正常
维修部A,VA-25,VA-25-003,2023-01-01 05:00:00,36.10930471056677,1.794209826266451,322.6397411417572,46.847951838612694,1243.8982546932295,正常
维修部A,VA-25,VA-25-003,2023-01-01 06:00:00,13.979181878266346,0.42580893823442545,334.39602519553307,35.68533548377818,1576.5892258868762,正常
维修部A,VA-25,VA-25-003,2023-01-01 07:00:00,41.17346866834807,1.2777700085651438,285.9697824471253,26.047233812063915,1812.2972681457165,正常
维修部A,VA-25,VA-25-003,2023-01-01 08:00:00,44.418605794874956,1.2387362531264816,151.5679652802382,35.42151473816047,1424.2465965464853,正常
维修部A,VA-25,VA-25-003,2023-01-01 09:00:00,43.08325746940079,1.4554774523217424,22.897074016934596,33.90298156483558,1435.0391553213142,正常
维修部A,VA-25,VA-25-003,2023-01-01 10:00:00,16.12669291589547,0.6962810173062659,319.7407850593292,32.951043262504236,1091.330251303619,正常
维修部A,VA-25,VA-25-003,2023-01-01 11:00:00,47.98321252363465,0.40437389162189963,187.61756693283883,28.857142371246223,1550.1682147574825,正常
维修部A,VA-25,VA-25-003,2023-01-01 12:00:00,27.7003528930279,1.173507524040864,344.6444734830297,25.31404402662285,902.1801207677082,正常
维修部A,VA-25,VA-25-003,2023-01-01 13:00:00,24.121218144708248,1.3380105753072924,246.8562195955052,24.994683947910424,1761.847990458382,轴承故障
维修部A,VA-25,VA-25-003,2023-01-01 14:00:00,33.04704690145461,1.7638354748340759,200.66404393359153,36.14003230820795,1242.3908347166591,轴承故障
维修部A,VA-25,VA-25-003,2023-01-01 15:00:00,35.22147690881862,1.0120246943774371,174.07190807741443,58.286299032193696,1741.8435273007542,正常
维修部A,VA-25,VA-25-003,2023-01-01 16:00:00,25.230166284159438,1.7122358856181787,26.871095518808957,54.71207625124229,944.4921069892164,正常
维修部A,VA-25,VA-25-003,2023-01-01 17:00:00,13.167194604768342,0.9498596141105263,122.96255438986022,58.99312343887442,1225.4264917032472,松动
维修部A,VA-25,VA-25-003,2023-01-01 18:00:00,38.323295264104765,1.0216413406070985,194.83759569280554,23.6589264233635,1138.8854831554554,正常
维修部A,VA-25,VA-25-003,2023-01-01 19:00:00,18.586170873119983,0.4151585511974465,301.9321351830176,48.519842925347604,1717.1425300340823,松动
研发部,VA-25,VA-25-002,2023-01-07 00:00:00,35.196283462458034,0.9259978725519178,66.5936564668344,56.76877974858628,1567.9839002334372,不对中
研发部,VA-25,VA-25-002,2023-01-07 01:00:00,12.314232364915338,1.4397851928153278,29.966644840055636,37.6185987270966,1667.7626474716546,松动
研发部,VA-25,VA-25-002,2023-01-07 02:00:00,37.93489055481822,1.626979072038411,71.5706187288884,60.3441005769615,886.4256871786461,正常
