department,设备型号,设备名称,time,振动频率,振幅,相位角,温度,转速,status
维修部A,VA-25,VA-25-005,2023-01-17 00:00:00,19.439023060569202,0.5628533940474905,294.10632468502274,51.992844880749544,1141.7924392295133,正常
维修部A,VA-25,VA-25-005,2023-01-17 01:00:00,30.970467642639154,1.8041389737547417,155.55212892534493,42.80912953964968,1190.0555002920478,正常
维修部A,VA-25,VA-25-005,2023-01-17 02:00:00,30.901775532598084,0.6636998429591715,200.72848202760645,42.07995265728066,828.6611218441578,正常
维修部A,VA-25,VA-25-005,2023-01-17 03:00:00,12.425291182364397,0.6423127590694858,289.2601027608454,44.421912251082446,1600.5626458308645,正常
维修部A,VA-25,VA-25-005,2023-01-17 04:00:00,18.095688635849044,1.9125667604512875,325.309786051791,33.36338283827785,994.8536328874713,正常
维修部A,VA-25,VA-25-005,2023-01-17 05:00:00,34.48963045481063,0.5770825438811855,58.74540270086228,36.64526273025863,1207.8021787777952,正常
维修部A,VA-25,VA-25-005,2023-01-17 06:00:00,42.565866444993745,0.752252334663331,361.06339966404005,45.36482602395471,1033.6427353826466,正常
维修部A,VA-25,VA-25-005,2023-01-17 07:00:00,24.060965299922216,0.7517297009933099,299.52457418871415,28.186933190549617,1073.7102482539735,正常
维修部A,VA-25,VA-25-005,2023-01-17 08:00:00,19.477139134546693,0.9659265813504228,274.4034743191119,57.00838998091197,1635.2261344232836,正常
维修部A,VA-25,VA-25-005,2023-01-17 09:00:00,40.84511692568742,2.0666789178260827,0.0,33.647924836892194,870.9347286503116,正常
维修部A,VA-25,VA-25-005,2023-01-17 10:00:00,20.37468303686511,1.3721272008234422,115.56098799342391,56.610240177967334,1036.2806748612036,正常
维修部A,VA-25,VA-25-005,2023-01-17 11:00:00,13.596785346375185,0.4764129840377102,33.67013989907362,22.46420529084117,1309.0730426940424,正常
维修部A,VA-25,VA-25-005,2023-01-17 12:00:00,26.159039514544663,0.9115274197325489,279.07430948390436,41.17828857935185,1585.468276400199,正常
维修部A,VA-25,VA-25-005,2023-01-17 13:00:00,28.74254597451635,0.21237831958402387,0.0,45.797010386329575,966.6466508376028,正常
维修部A,VA-25,VA-25-005,2023-01-17 14:00:00,12.92902087723383,0.11985182677210515,20.33252693330793,37.62087516468609,935.3806418602462,正常
维修部A,VA-25,VA-25-005,2023-01-17 15:00:00,43.16109230220369,1.6847495861932438,309.80408004627867,33.67777039405471,1545.0185476651102,正常
维修部A,VA-25,VA-25-005,2023-01-17 16:00:00,27.40842368561626,0.2760682777715057,200.28510696900977,34.603245018303085,1168.9314897565614,正常
维修部A,VA-25,VA-25-005,2023-01-17 17:00:00,27.94099209987107,1.8659974571961013,67.97982425651506,43.049563926153056,1204.3776804264378,正常
维修部A,VA-25,VA-25-005,2023-01-17 18:00:00,14.22594487587792,0.2329155296017071,142.25056145542723,52.139878723128966,1026.6549622806658,正常
维修部A,VA-25,VA-25-005,2023-01-17 19:00:00,18.846084657805545,0.49107683041555816,330.56600560950653,50.11961859951151,1610.5066020137463,正常
研发部,VA-25,VA-25-004,2023-01-18 00:00:00,68.01973063158765,0.14473645657111864,143.4492199216482,24.620662305725613,1587.0697643929573,不对中
研发部,VA-25,VA-25-004,2023-01-18 01:00:00,64.89122607153134,1.5411329683959176,107.43838250578231,38.72766789125306,1375.858112661472,不对中
研发部,VA-25,VA-25-004,2023-01-18 02:00:00,70.92364907167904,1.6092128818964124,136.14351467078308,46.15936412278076,1261.234815781003,不对中
研发部,VA-25,VA-25-004,2023-01-18 03:00:00,90.31724066961105,0.1761210012986278,129.46723285151404,43.96843027886415,1043.1559594830717,不对中
研发部,VA-25,VA-25-004,2023-01-18 04:00:00,97.80962741965583,1.7076718044360306,139.2519819468174,24.835757757321215,1542.776589669337,不对中
研发部,VA-25,VA-25-004,2023-01-18 05:00:00,87.90658513706613,0.5148056498802271,142.3875367386756,22.28758840924713,837.4585114474299,不对中
研发部,VA-25,VA-25-004,2023-01-18 06:00:00,81.43164665780037,1.520920104616017,104.4026734543659,41.697953035352924,827.6810801183317,不对中
研发部,VA-25,VA-25-004,2023-01-18 07:00:00,75.08643929486476,0.9178816741968172,119.86112960485889,50.421015737175374,1766.1045879130959,不对中
研发部,VA-25,VA-25-004,2023-01-18 08:00:00,39.432779007065776,1.3589267822196458,150.4178628050201,18.924321343804703,1026.6579141259656,正常
研发部,VA-25,VA-25-004,2023-01-18 09:00:00,25.215614503489167,0.7526844825047521,101.91235900793119,24.0509883352115,1456.0764260607941,正常
研发部,VA-25,VA-25-004,2023-01-18 10:00:00,26.444968773654924,0.7975220315733664,47.48998967930911,43.2503349977304,923.4542111879138,正常
研发部,VA-25,VA-25-004,2023-01-18 11:00:00,17.220333475949417,0.11535706101892168,267.93878781336923,46.70226339774979,1735.8954443216826,正常
研发部,VA-25,VA-25-004,2023-01-18 12:00:00,20.435366770636833,0.9268210937250263,307.1969777791046,44.634065341422534,1668.944076895455,正常
研发部,VA-25,VA-25-004,2023-01-18 13:00:00,19.09577530899806,0.911960723321012,38.48464740637111,48.8522823670183,1448.267195379196,正常
研发部,VA-25,VA-25-004,2023-01-18 14:00:00,23.73219678188182,0.48685146254529754,183.9521192033204,21.18487898815882,954.183317249305,正常
研发部,VA-25,VA-25-004,2023-01-18 15:00:00,12.872712970393637,0.2858932880186922,224.35348687201977,25.899641942960454,1043.2436317909662,正常
研发部,VA-25,VA-25-004,2023-01-18 16:00:00,20.48528697871098,0.6029732617538649,214.60463258429598,57.80205283159379,1022.6545578956544,正常
研发部,VA-25,VA-25-004,2023-01-18 17:00:00,26.159609402045824,0.20626715449630637,49.53591580123795,54.39768184931715,1814.7774228103456,正常
研发部,VA-25,VA-25-004,2023-01-18 18:00:00,26.07626393369661,0.7135271110486632,78.19106206864708,30.379616930137203,1208.2986709740667,正常
研发部,VA-25,VA-25-004,2023-01-18 19:00:00,38.41509242511273,0.3258728592573086,213.2190632225415,44.25731683800172,1501.681715566544,正常
研发部,VA-25,VA-25-002,2023-01-23 00:00:00,20.226406060431735,0.2997362703498829,333.2892940805985,55.856092753765665,1403.2789209016116,正常
振动分析部,VA-25,VA-25-003,2023-01-23 00:00:00,38.71952446933518,0.7868820449579637,275.13245647465936,38.07649416930672,818.0040720416557,正常
研发部,VA-25,VA-25-002,2023-01-23 01:00:00,27.468110166826555,1.745492389315406,280.24540949517205,46.364600298860054,1019.396872217947,正常
振动分析部,VA-25,VA-25-003,2023-01-23 01:00:00,9.7542349463425,1.8021430341216396,108.73723256196095,56.633428961767166,1676.5827280622973,正常
研发部,VA-25,VA-25-002,2023-01-23 02:00:00,12.739005487482352,1.9089216139937553,274.15970534061836,35.21356040697871,1190.7647477128282,正常
振动分析部,VA-25,VA-25-003,2023-01-23 02:00:00,37.72007014563313,1.4763599741577687,136.2498013475799,53.36033180050185,1180.3843773003798,正常
振动分析部,VA-25,VA-25-003,2023-01-23 03:00:00,10.006614917679169,1.0519029746187554,21.75934008381988,42.513929797208796,1029.3397027868605,正常
研发部,VA-25,VA-25-002,2023-01-23 03:00:00,31.46366257981437,1.0437742416943383,98.74665852130394,26.634721087254057,1440.0615582136074,正常
振动分析部,VA-25,VA-25-003,2023-01-23 04:00:00,46.9554902760652,0.26036021533559967,285.9822106315298,44.24860568059261,1502.0456183946055,正常
研发部,VA-25,VA-25-002,2023-01-23 04:00:00,26.92456320521231,1.2495137771358826,344.94908670708935,30.648561165275858,1562.0369108200584,正常
振动分析部,VA-25,VA-25-003,2023-01-23 05:00:00,23.467221607602678,1.0304745557284012,178.1382770265248,20.92560456443144,1282.4847045630945,正常
研发部,VA-25,VA-25-002,2023-01-23 05:00:00,14.215750499581121,1.711450702820544,193.6439246069366,40.417413576292304,1365.8494932221345,正常
振动分析部,VA-25,VA-25-003,2023-01-23 06:00:00,34.429027829013066,1.1780377119908243,329.76807448531383,24.616432321130738,1679.2848469173712,正常
研发部,VA-25,VA-25-002,2023-01-23 06:00:00,26.57960331924585,4.736898751790161,275.61732462055494,57.0466334963747,1094.4243135960903,松动
振动分析部,VA-25,VA-25-003,2023-01-23 07:00:00,36.444255465357365,1.28519487119718,285.71453737345456,59.32288337362136,1372.4150594307566,正常
研发部,VA-25,VA-25-002,2023-01-23 07:00:00,26.19231960695761,4.133919909967188,244.44512110527037,49.82007316600753,1208.744757583429,松动
振动分析部,VA-25,VA-25-003,2023-01-23 08:00:00,23.82712203833798,2.6904383666135647,158.60128455166844,32.20803790955199,1425.2327155478379,不平衡
研发部,VA-25,VA-25-002,2023-01-23 08:00:00,35.75926276472157,4.0804984873375645,101.16684473045092,23.371372164031754,1274.5658263403404,松动
振动分析部,VA-25,VA-25-003,2023-01-23 09:00:00,50.423864209818035,2.7860169014285363,225.81682503890275,52.00907008710212,853.090885865632,不平衡
研发部,VA-25,VA-25-002,2023-01-23 09:00:00,26.39962692123016,4.234786520130832,354.9170793715052,31.025018789929856,1538.230634746274,松动
振动分析部,VA-25,VA-25-003,2023-01-23 10:00:00,50.4209351902605,3.486261050871705,176.1569990210311,37.91121217331727,1346.7503818062994,不平衡
研发部,VA-25,VA-25-002,2023-01-23 10:00:00,29.084293690801985,4.773385753562872,7.05203233229971,42.796981501662465,1116.4230257081474,松动
振动分析部,VA-25,VA-25-003,2023-01-23 11:00:00,22.281786362136305,3.580662730917698,169.16618562747172,29.121416397827673,840.4157838549411,不平衡
研发部,VA-25,VA-25-002,2023-01-23 11:00:00,16.73967766704462,2.033617930842066,91.32384704337329,42.39015183891338,906.0516743691051,正常
振动分析部,VA-25,VA-25-003,2023-01-23 12:00:00,24.00793549967072,0.9777855778310163,273.6588236698374,25.526320564170387,895.7769199990636,正常
研发部,VA-25,VA-25-002,2023-01-23 12:00:00,13.108447997418677,1.0770777323631653,306.50644448285317,23.739165705231475,884.57481671766,正常
振动分析部,VA-25,VA-25-003,2023-01-23 13:00:00,16.83565773506152,1.778560727683501,8.529724091593748,34.762018017342356,1379.3880978628833,正常
研发部,VA-25,VA-25-002,2023-01-23 13:00:00,19.062823116504195,0.8759872779490058,40.28643675576307,21.140021820142948,1075.0407762349557,正常
研发部,VA-25,VA-25-002,2023-01-23 14:00:00,8.62526659919078,0.74798011516324,306.9794944512318,26.650381758802002,1067.48914786365,正常
振动分析部,VA-25,VA-25-003,2023-01-23 14:00:00,20.701206637146775,1.278349676323948,277.6903968819848,47.91208042415791,1267.8797096728954,正常
振动分析部,VA-25,VA-25-003,2023-01-23 15:00:00,45.646748942710076,1.4063970605875498,237.35246841007864,20.702657667984454,1644.284689192616,正常
研发部,VA-25,VA-25-002,2023-01-23 15:00:00,21.77020638399834,0.14591511525196957,90.60622469368536,57.80146604439573,931.0915718633792,正常
振动分析部,VA-25,VA-25-003,2023-01-23 16:00:00,37.627055319959354,1.8039290808280517,305.5970217747363,26.889782864091487,1652.6648594315625,正常
研发部,VA-25,VA-25-002,2023-01-23 16:00:00,46.98276382864468,1.0682943997698777,156.6122738958655,21.55782920414015,1597.2103193015832,正常
振动分析部,VA-25,VA-25-003,2023-01-23 17:00:00,35.42712072604731,0.9574921994637049,213.17484727538616,49.56139077295741,1608.8695698554104,正常
研发部,VA-25,VA-25-002,2023-01-23 17:00:00,19.8419221107603,1.3173310697989449,27.969850809908422,45.06319908837735,958.9840980104248,正常
研发部,VA-25,VA-25-002,2023-01-23 18:00:00,36.30260066997655,0.5562945214534168,15.304575891471664,40.51656692998597,1666.059601095118,正常
振动分析部,VA-25,VA-25-003,2023-01-23 18:00:00,49.7507524827967,0.3866447669510329,215.25875054059205,32.671347112572946,944.939778151579,正常
研发部,VA-25,VA-25-002,2023-01-23 19:00:00,22.71574881190557,0.3213689618384755,57.041403725079384,50.37114407174714,1352.644792388315,正常
振动分析部,VA-25,VA-25-003,2023-01-23 19:00:00,42.29543846242344,1.459054388924678,330.5901491186948,52.10795956190395,921.0285135343927,正常
维修部A,VA-25,VA-25-001,2023-01-31 00:00:00,96.81862141190626,3.1865513968020633,124.52805117760983,46.1755204185153,893.0304633793779,共振
维修部A,VA-25,VA-25-001,2023-01-31 01:00:00,86.23836510879657,3.627112902100423,163.71163171833862,53.16297732195061,1726.8868012503312,共振
维修部A,VA-25,VA-25-001,2023-01-31 02:00:00,119.89862741072702,3.3143492877657663,16.286327453565246,50.21603793914771,1699.8019583179446,共振
维修部A,VA-25,VA-25-001,2023-01-31 03:00:00,113.64153388980269,4.842608045572448,243.70841145678034,54.93555940610328,1769.309269917741,共振
维修部A,VA-25,VA-25-001,2023-01-31 04:00:00,80.19958360877328,3.2484667426334366,196.02122423713143,30.054454942983938,1102.8570180577872,共振
维修部A,VA-25,VA-25-001,2023-01-31 05:00:00,91.85907257548554,4.117321518615748,166.89793864151346,52.1349172900361,774.2889626156199,共振
维修部A,VA-25,VA-25-001,2023-01-31 06:00:00,96.95072609672846,4.721175086613803,196.88260922606202,22.340194712232524,1423.5142614582064,共振
维修部A,VA-25,VA-25-001,2023-01-31 07:00:00,45.12039893678798,0.7187144558826415,340.59866989573004,22.28014601059549,1475.7771819841557,正常
维修部A,VA-25,VA-25-001,2023-01-31 08:00:00,11.965010521527569,1.7045764803180659,302.43195047683656,24.620132087197316,768.7465607627498,正常
维修部A,VA-25,VA-25-001,2023-01-31 09:00:00,103.4738706314958,3.13781363262769,158.85135936793216,53.63236971218915,1023.398325135944,共振
维修部A,VA-25,VA-25-001,2023-01-31 10:00:00,91.09588633509651,4.606594214712042,168.01981316909766,38.662686870998,864.2569003913172,共振
维修部A,VA-25,VA-25-001,2023-01-31 11:00:00,114.42718358098814,4.761404052173667,308.3451998421484,48.6750088245754,1047.167733749251,共振
维修部A,VA-25,VA-25-001,2023-01-31 12:00:00,100.8644966445538,3.3129322735020557,221.30351094943458,38.22973248551635,1548.4009583369966,共振
维修部A,VA-25,VA-25-001,2023-01-31 13:00:00,101.02469979579158,4.9926223840237185,116.34058525996855,40.79618322015623,924.5522182487075,共振
维修部A,VA-25,VA-25-001,2023-01-31 14:00:00,100.31204708260401,4.910366950805635,32.480734020190546,49.28138212761692,812.3640318629242,共振
维修部A,VA-25,VA-25-001,2023-01-31 15:00:00,106.28777207239936,4.506660236001596,148.7294474230888,46.67140932163287,1691.6173232502638,共振
维修部A,VA-25,VA-25-001,2023-01-31 16:00:00,83.61546247098835,4.239980231911821,329.36243714295557,25.975085425956006,1029.4319024187735,共振
维修部A,VA-25,VA-25-001,2023-01-31 17:00:00,18.175377889260766,1.1284191014372968,219.47258301739157,44.723602121509785,1121.2631823252784,正常
维修部A,VA-25,VA-25-001,2023-01-31 18:00:00,34.905477001640556,0.9783481669639064,37.23773060259177,57.6545565711084,1397.6232463861886,正常
维修部A,VA-25,VA-25-001,2023-01-31 19:00:00,28.708364605759844,1.675283205733196,121.6588811568712,58.01837212399612,1170.4591730709863,正常
